Reservoir_Name,Date,Rainfall_mm,Inflow_cumecs,Outflow_cumecs,Runoff_Factor,Storage_BCM,Capacity_Percentage
Nagarjuna Sagar,2023-02-27,0.0,0.2,1.12,0.56,0.3529,3.1
Nagarjuna Sagar,2023-02-28,0.0,0.12,1.75,0.56,0.1899,1.67
Nagarjuna Sagar,2023-03-01,0.0,0.24,1.02,0.56,0.1113,0.98
Nagarjuna Sagar,2023-03-02,0.0,0.11,1.96,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-03,0.0,0.11,1.48,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-04,0.0,0.14,1.14,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-05,0.18,0.78,1.11,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-06,0.48,1.45,1.79,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-07,0.0,0.2,1.05,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-08,0.0,0.28,1.59,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-09,0.0,0.24,1.0,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-10,0.0,0.25,1.07,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-11,0.08,0.57,1.61,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-12,0.0,0.14,1.92,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-13,0.0,0.5,1.8,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-14,0.0,0.16,1.91,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-15,0.0,0.34,1.82,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-16,3.92,11.48,1.21,0.56,1.0266,9.01
Nagarjuna Sagar,2023-03-17,0.0,0.29,1.43,0.56,0.9121,8.0
Nagarjuna Sagar,2023-03-18,0.0,0.48,1.91,0.56,0.7685,6.74
Nagarjuna Sagar,2023-03-19,0.0,0.32,1.71,0.56,0.6295,5.52
Nagarjuna Sagar,2023-03-20,0.0,0.2,1.1,0.56,0.5398,4.73
Nagarjuna Sagar,2023-03-21,0.0,0.26,1.89,0.56,0.377,3.31
Nagarjuna Sagar,2023-03-22,0.0,0.32,1.85,0.56,0.2236,1.96
Nagarjuna Sagar,2023-03-23,0.0,0.31,1.36,0.56,0.1183,1.04
Nagarjuna Sagar,2023-03-24,0.0,0.23,1.93,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-25,0.0,0.21,1.67,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-26,0.0,0.37,1.79,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-27,0.0,0.23,1.3,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-28,0.0,0.31,1.7,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-29,0.39,1.21,1.89,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-30,0.0,0.12,1.08,0.56,0.0,0.0
Nagarjuna Sagar,2023-03-31,1.07,3.46,1.22,0.56,0.2233,1.96
Nagarjuna Sagar,2023-04-01,0.0,0.11,1.31,0.56,0.1032,0.91
Nagarjuna Sagar,2023-04-02,0.0,0.16,1.63,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-03,0.0,0.3,1.45,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-04,0.0,0.23,1.18,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-05,0.0,0.27,1.14,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-06,0.0,0.19,1.69,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-07,0.0,0.31,1.88,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-08,4.29,12.19,1.11,0.56,1.1084,9.72
Nagarjuna Sagar,2023-04-09,0.0,0.21,1.99,0.56,0.9299,8.16
Nagarjuna Sagar,2023-04-10,2.58,7.72,1.18,0.56,1.5845,13.9
Nagarjuna Sagar,2023-04-11,0.0,0.46,1.03,0.56,1.5282,13.41
Nagarjuna Sagar,2023-04-12,0.0,0.34,1.4,0.56,1.4228,12.48
Nagarjuna Sagar,2023-04-13,0.0,0.25,1.03,0.56,1.3447,11.8
Nagarjuna Sagar,2023-04-14,0.0,0.42,1.84,0.56,1.2025,10.55
Nagarjuna Sagar,2023-04-15,0.0,0.29,1.66,0.56,1.0656,9.35
Nagarjuna Sagar,2023-04-16,0.0,0.32,1.38,0.56,0.9596,8.42
Nagarjuna Sagar,2023-04-17,0.0,0.45,1.83,0.56,0.8214,7.21
Nagarjuna Sagar,2023-04-18,0.0,0.28,1.43,0.56,0.7055,6.19
Nagarjuna Sagar,2023-04-19,0.0,0.45,1.65,0.56,0.5857,5.14
Nagarjuna Sagar,2023-04-20,0.0,0.19,1.25,0.56,0.4797,4.21
Nagarjuna Sagar,2023-04-21,0.0,0.26,1.09,0.56,0.397,3.48
Nagarjuna Sagar,2023-04-22,0.0,0.42,1.77,0.56,0.2622,2.3
Nagarjuna Sagar,2023-04-23,0.0,0.44,1.7,0.56,0.1362,1.2
Nagarjuna Sagar,2023-04-24,0.0,0.12,1.39,0.56,0.0089,0.08
Nagarjuna Sagar,2023-04-25,0.0,0.12,1.46,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-26,0.0,0.28,1.89,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-27,0.0,0.31,1.02,0.56,0.0,0.0
Nagarjuna Sagar,2023-04-28,1.34,4.23,1.57,0.56,0.2661,2.33
Nagarjuna Sagar,2023-04-29,0.0,0.44,1.88,0.56,0.1219,1.07
Nagarjuna Sagar,2023-04-30,0.0,0.18,1.73,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-01,0.0,0.13,1.55,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-02,0.0,0.4,1.55,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-03,0.0,0.22,1.25,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-04,0.0,0.29,1.11,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-05,0.0,0.47,1.4,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-06,0.0,0.34,1.49,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-07,2.6,7.59,1.08,0.56,0.6513,5.71
Nagarjuna Sagar,2023-05-08,0.0,0.2,1.7,0.56,0.5016,4.4
Nagarjuna Sagar,2023-05-09,0.0,0.2,1.02,0.56,0.4202,3.69
Nagarjuna Sagar,2023-05-10,0.61,2.12,1.61,0.56,0.4711,4.13
Nagarjuna Sagar,2023-05-11,0.0,0.1,1.87,0.56,0.2948,2.59
Nagarjuna Sagar,2023-05-12,0.0,0.13,1.22,0.56,0.1859,1.63
Nagarjuna Sagar,2023-05-13,0.0,0.12,1.22,0.56,0.0761,0.67
Nagarjuna Sagar,2023-05-14,0.0,0.21,1.69,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-15,0.35,1.14,1.82,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-16,0.0,0.33,1.02,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-17,0.0,0.23,1.11,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-18,0.32,1.16,1.97,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-19,1.39,4.04,1.04,0.56,0.2999,2.63
Nagarjuna Sagar,2023-05-20,0.0,0.12,1.09,0.56,0.2026,1.78
Nagarjuna Sagar,2023-05-21,0.0,0.44,1.05,0.56,0.1412,1.24
Nagarjuna Sagar,2023-05-22,0.0,0.48,1.08,0.56,0.0812,0.71
Nagarjuna Sagar,2023-05-23,0.0,0.5,1.6,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-24,0.48,1.67,1.28,0.56,0.0386,0.34
Nagarjuna Sagar,2023-05-25,0.0,0.16,1.94,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-26,0.0,0.15,1.27,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-27,0.0,0.12,1.67,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-28,0.0,0.17,1.2,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-29,0.0,0.37,1.35,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-30,0.0,0.37,1.31,0.56,0.0,0.0
Nagarjuna Sagar,2023-05-31,0.0,0.12,1.14,0.56,0.0,0.0
Nagarjuna Sagar,2023-06-01,7.32,20.99,0.64,0.56,2.0348,17.85
Nagarjuna Sagar,2023-06-02,0.0,0.19,0.52,0.56,2.0017,17.56
Nagarjuna Sagar,2023-06-03,8.07,22.84,0.56,0.56,4.229,37.1
Nagarjuna Sagar,2023-06-04,0.0,0.38,0.82,0.56,4.1854,36.71
Nagarjuna Sagar,2023-06-05,11.25,32.04,0.9,0.56,7.2993,64.03
Nagarjuna Sagar,2023-06-06,0.0,0.1,0.55,0.56,7.254,63.63
Nagarjuna Sagar,2023-06-07,0.0,0.28,0.75,0.56,7.2079,63.23
Nagarjuna Sagar,2023-06-08,0.0,0.44,0.71,0.56,7.1811,62.99
Nagarjuna Sagar,2023-06-09,14.26,40.41,0.9,0.56,11.132,97.65
Nagarjuna Sagar,2023-06-10,5.23,15.11,0.52,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-11,22.69,64.27,0.92,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-12,6.58,18.69,0.75,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-13,2.11,6.04,0.85,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-14,5.56,15.91,0.7,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-15,0.0,0.19,0.61,0.56,11.3577,99.63
Nagarjuna Sagar,2023-06-16,0.0,0.31,0.96,0.56,11.2934,99.06
Nagarjuna Sagar,2023-06-17,3.28,9.39,0.77,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-18,0.0,0.21,0.86,0.56,11.3345,99.43
Nagarjuna Sagar,2023-06-19,8.18,23.43,0.84,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-20,9.93,28.18,0.84,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-21,12.96,36.93,0.52,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-22,4.92,14.08,0.77,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-23,0.0,0.39,0.92,0.56,11.3469,99.53
Nagarjuna Sagar,2023-06-24,0.0,0.48,0.82,0.56,11.3135,99.24
Nagarjuna Sagar,2023-06-25,12.91,36.4,0.97,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-26,16.78,47.59,0.81,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-27,10.44,29.75,0.58,0.56,11.4,100.0
Nagarjuna Sagar,2023-06-28,0.0,0.41,0.88,0.56,11.354,99.6
Nagarjuna Sagar,2023-06-29,0.0,0.2,0.86,0.56,11.288,99.02
Nagarjuna Sagar,2023-06-30,8.01,22.9,0.68,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-01,9.57,27.03,0.98,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-02,2.74,8.09,0.64,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-03,0.0,0.31,0.74,0.56,11.3565,99.62
Nagarjuna Sagar,2023-07-04,3.79,10.81,0.73,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-05,0.0,0.38,0.57,0.56,11.3807,99.83
Nagarjuna Sagar,2023-07-06,25.29,71.4,0.71,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-07,9.66,27.25,0.87,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-08,10.3,29.29,0.54,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-09,6.22,17.59,1.0,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-10,0.0,0.46,0.85,0.56,11.3613,99.66
Nagarjuna Sagar,2023-07-11,1.5,4.35,0.73,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-12,4.51,12.81,0.87,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-13,18.71,52.83,0.78,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-14,7.84,22.37,0.87,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-15,9.85,27.83,0.71,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-16,6.84,19.66,0.94,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-17,0.0,0.14,0.54,0.56,11.36,99.65
Nagarjuna Sagar,2023-07-18,0.0,0.46,0.98,0.56,11.3075,99.19
Nagarjuna Sagar,2023-07-19,4.8,13.73,0.71,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-20,21.36,60.4,0.93,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-21,3.67,10.54,0.7,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-22,18.2,51.53,0.62,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-23,1.03,3.08,0.96,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-24,4.58,13.34,0.74,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-25,15.22,43.03,0.72,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-26,11.64,33.03,0.53,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-27,0.0,0.46,0.92,0.56,11.3547,99.6
Nagarjuna Sagar,2023-07-28,0.0,0.36,0.58,0.56,11.3336,99.42
Nagarjuna Sagar,2023-07-29,19.34,54.85,0.99,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-30,5.36,15.31,0.58,0.56,11.4,100.0
Nagarjuna Sagar,2023-07-31,10.79,30.44,0.53,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-01,0.0,0.5,0.58,0.56,11.3918,99.93
Nagarjuna Sagar,2023-08-02,12.27,34.61,0.77,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-03,0.0,0.46,0.85,0.56,11.3613,99.66
Nagarjuna Sagar,2023-08-04,17.87,50.55,0.61,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-05,12.83,36.45,0.6,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-06,30.96,87.45,0.64,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-07,1.7,4.95,0.97,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-08,0.0,0.3,0.75,0.56,11.3553,99.61
Nagarjuna Sagar,2023-08-09,0.0,0.16,0.77,0.56,11.2942,99.07
Nagarjuna Sagar,2023-08-10,15.94,45.02,0.51,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-11,0.0,0.18,0.96,0.56,11.3211,99.31
Nagarjuna Sagar,2023-08-12,0.0,0.13,0.7,0.56,11.2633,98.8
Nagarjuna Sagar,2023-08-13,40.67,114.75,0.65,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-14,10.43,29.56,0.54,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-15,14.86,42.19,0.87,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-16,15.97,45.03,0.67,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-17,18.48,52.18,0.94,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-18,31.33,88.53,0.88,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-19,2.42,7.06,0.85,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-20,2.5,7.49,0.58,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-21,8.84,25.24,0.74,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-22,17.85,50.48,0.89,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-23,0.0,0.45,0.55,0.56,11.39,99.91
Nagarjuna Sagar,2023-08-24,30.91,87.12,0.88,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-25,0.0,0.17,0.86,0.56,11.3312,99.4
Nagarjuna Sagar,2023-08-26,2.93,8.42,0.72,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-27,12.42,35.23,0.97,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-28,15.57,44.1,0.55,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-29,11.53,32.8,0.63,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-30,3.99,11.57,0.7,0.56,11.4,100.0
Nagarjuna Sagar,2023-08-31,12.51,35.61,0.92,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-01,5.23,15.05,0.63,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-02,3.25,9.52,0.88,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-03,4.95,14.26,0.94,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-04,0.0,0.23,0.56,0.56,11.3673,99.71
Nagarjuna Sagar,2023-09-05,27.38,77.37,0.95,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-06,13.09,37.11,0.71,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-07,0.0,0.47,0.65,0.56,11.382,99.84
Nagarjuna Sagar,2023-09-08,0.0,0.14,0.96,0.56,11.2996,99.12
Nagarjuna Sagar,2023-09-09,0.0,0.32,0.53,0.56,11.2783,98.93
Nagarjuna Sagar,2023-09-10,12.33,34.84,0.77,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-11,33.45,94.46,0.56,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-12,9.37,26.83,0.9,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-13,6.52,18.44,0.63,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-14,6.98,19.98,0.73,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-15,0.0,0.47,0.56,0.56,11.3912,99.92
Nagarjuna Sagar,2023-09-16,9.81,27.79,0.78,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-17,1.45,4.36,0.71,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-18,0.0,0.15,1.0,0.56,11.3149,99.25
Nagarjuna Sagar,2023-09-19,9.87,27.89,0.59,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-20,34.55,97.22,0.73,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-21,11.23,31.74,0.9,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-22,22.3,62.96,0.82,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-23,2.49,7.49,0.91,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-24,3.02,8.9,0.63,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-25,21.66,61.37,0.95,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-26,3.26,9.3,0.57,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-27,20.54,58.03,0.8,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-28,0.0,0.17,0.78,0.56,11.3394,99.47
Nagarjuna Sagar,2023-09-29,11.83,33.36,0.57,0.56,11.4,100.0
Nagarjuna Sagar,2023-09-30,7.55,21.33,0.85,0.56,11.4,100.0
Nagarjuna Sagar,2023-10-01,0.95,3.05,1.27,0.56,11.4,100.0
Nagarjuna Sagar,2023-10-02,0.0,0.33,1.11,0.56,11.3214,99.31
Nagarjuna Sagar,2023-10-03,0.0,0.17,1.44,0.56,11.1944,98.2
Nagarjuna Sagar,2023-10-04,0.0,0.22,1.6,0.56,11.0564,96.99
Nagarjuna Sagar,2023-10-05,0.0,0.21,1.3,0.56,10.9469,96.03
Nagarjuna Sagar,2023-10-06,0.0,0.41,1.92,0.56,10.7962,94.7
Nagarjuna Sagar,2023-10-07,0.0,0.34,1.48,0.56,10.682,93.7
Nagarjuna Sagar,2023-10-08,0.0,0.49,1.8,0.56,10.5507,92.55
Nagarjuna Sagar,2023-10-09,0.0,0.42,1.5,0.56,10.4427,91.6
Nagarjuna Sagar,2023-10-10,0.0,0.39,1.8,0.56,10.3017,90.37
Nagarjuna Sagar,2023-10-11,2.46,7.17,1.57,0.56,10.8612,95.27
Nagarjuna Sagar,2023-10-12,0.0,0.47,1.64,0.56,10.7443,94.25
Nagarjuna Sagar,2023-10-13,0.0,0.18,1.18,0.56,10.6446,93.37
Nagarjuna Sagar,2023-10-14,0.0,0.24,1.99,0.56,10.4697,91.84
Nagarjuna Sagar,2023-10-15,0.0,0.46,1.22,0.56,10.3942,91.18
Nagarjuna Sagar,2023-10-16,2.25,6.49,1.89,0.56,10.8548,95.22
Nagarjuna Sagar,2023-10-17,0.0,0.2,1.21,0.56,10.7538,94.33
Nagarjuna Sagar,2023-10-18,0.57,1.75,1.89,0.56,10.7394,94.21
Nagarjuna Sagar,2023-10-19,1.26,3.92,1.03,0.56,11.0285,96.74
Nagarjuna Sagar,2023-10-20,0.1,0.66,1.06,0.56,10.9887,96.39
Nagarjuna Sagar,2023-10-21,0.38,1.28,1.07,0.56,11.0099,96.58
Nagarjuna Sagar,2023-10-22,0.0,0.36,1.52,0.56,10.8942,95.56
Nagarjuna Sagar,2023-10-23,0.0,0.38,1.66,0.56,10.7659,94.44
Nagarjuna Sagar,2023-10-24,0.0,0.16,1.98,0.56,10.5838,92.84
Nagarjuna Sagar,2023-10-25,0.0,0.29,1.6,0.56,10.4525,91.69
Nagarjuna Sagar,2023-10-26,0.0,0.12,1.57,0.56,10.3069,90.41
Nagarjuna Sagar,2023-10-27,0.0,0.13,1.12,0.56,10.208,89.54
Nagarjuna Sagar,2023-10-28,0.0,0.13,1.2,0.56,10.1015,88.61
Nagarjuna Sagar,2023-10-29,0.0,0.36,1.79,0.56,9.9585,87.36
Nagarjuna Sagar,2023-10-30,0.0,0.37,1.97,0.56,9.799,85.96
Nagarjuna Sagar,2023-10-31,6.85,19.38,1.31,0.56,11.4,100.0
Nagarjuna Sagar,2023-11-01,0.0,0.38,1.99,0.56,11.2389,98.59
Nagarjuna Sagar,2023-11-02,0.0,0.27,1.65,0.56,11.1013,97.38
Nagarjuna Sagar,2023-11-03,0.68,2.38,1.11,0.56,11.2277,98.49
Nagarjuna Sagar,2023-11-04,0.0,0.23,1.71,0.56,11.08,97.19
Nagarjuna Sagar,2023-11-05,0.0,0.14,1.93,0.56,10.9009,95.62
Nagarjuna Sagar,2023-11-06,0.0,0.18,1.65,0.56,10.7532,94.33
Nagarjuna Sagar,2023-11-07,0.0,0.39,1.48,0.56,10.6433,93.36
Nagarjuna Sagar,2023-11-08,0.0,0.12,1.21,0.56,10.5335,92.4
Nagarjuna Sagar,2023-11-09,0.0,0.36,1.01,0.56,10.4689,91.83
Nagarjuna Sagar,2023-11-10,0.0,0.41,1.52,0.56,10.3578,90.86
Nagarjuna Sagar,2023-11-11,0.0,0.12,1.95,0.56,10.175,89.25
Nagarjuna Sagar,2023-11-12,0.0,0.37,1.99,0.56,10.0132,87.84
Nagarjuna Sagar,2023-11-13,0.0,0.47,1.43,0.56,9.917,86.99
Nagarjuna Sagar,2023-11-14,0.09,0.48,1.29,0.56,9.8359,86.28
Nagarjuna Sagar,2023-11-15,0.0,0.26,1.19,0.56,9.7433,85.47
Nagarjuna Sagar,2023-11-16,0.0,0.45,1.77,0.56,9.6117,84.31
Nagarjuna Sagar,2023-11-17,0.0,0.23,1.87,0.56,9.4468,82.87
Nagarjuna Sagar,2023-11-18,0.15,0.68,1.66,0.56,9.3486,82.0
Nagarjuna Sagar,2023-11-19,0.0,0.48,1.52,0.56,9.2447,81.09
Nagarjuna Sagar,2023-11-20,0.07,0.36,1.04,0.56,9.1763,80.49
Nagarjuna Sagar,2023-11-21,0.0,0.12,1.84,0.56,9.0045,78.99
Nagarjuna Sagar,2023-11-22,0.0,0.23,1.14,0.56,8.9132,78.19
Nagarjuna Sagar,2023-11-23,0.0,0.36,1.79,0.56,8.7703,76.93
Nagarjuna Sagar,2023-11-24,0.0,0.31,1.46,0.56,8.6546,75.92
Nagarjuna Sagar,2023-11-25,0.0,0.31,1.62,0.56,8.5243,74.77
Nagarjuna Sagar,2023-11-26,0.0,0.13,1.5,0.56,8.3872,73.57
Nagarjuna Sagar,2023-11-27,0.0,0.18,1.75,0.56,8.2308,72.2
Nagarjuna Sagar,2023-11-28,0.0,0.31,1.06,0.56,8.1557,71.54
Nagarjuna Sagar,2023-11-29,0.0,0.22,1.7,0.56,8.0081,70.25
Nagarjuna Sagar,2023-11-30,0.27,1.19,1.68,0.56,7.9594,69.82
Nagarjuna Sagar,2023-12-01,0.0,0.32,1.73,0.56,7.8193,68.59
Nagarjuna Sagar,2023-12-02,0.0,0.13,1.61,0.56,7.6706,67.29
Nagarjuna Sagar,2023-12-03,0.0,0.42,1.95,0.56,7.5182,65.95
Nagarjuna Sagar,2023-12-04,0.0,0.27,1.69,0.56,7.3765,64.71
Nagarjuna Sagar,2023-12-05,0.0,0.14,1.47,0.56,7.2431,63.54
Nagarjuna Sagar,2023-12-06,0.01,0.44,1.08,0.56,7.1795,62.98
Nagarjuna Sagar,2023-12-07,0.0,0.34,1.73,0.56,7.0399,61.75
Nagarjuna Sagar,2023-12-08,0.12,0.67,1.59,0.56,6.9481,60.95
Nagarjuna Sagar,2023-12-09,0.0,0.27,1.15,0.56,6.8593,60.17
Nagarjuna Sagar,2023-12-10,1.67,4.85,1.86,0.56,7.1589,62.8
Nagarjuna Sagar,2023-12-11,0.0,0.39,1.33,0.56,7.0648,61.97
Nagarjuna Sagar,2023-12-12,0.36,1.34,1.57,0.56,7.0427,61.78
Nagarjuna Sagar,2023-12-13,0.0,0.47,1.08,0.56,6.9816,61.24
Nagarjuna Sagar,2023-12-14,0.0,0.38,1.86,0.56,6.8342,59.95
Nagarjuna Sagar,2023-12-15,3.73,10.93,1.96,0.56,7.7315,67.82
Nagarjuna Sagar,2023-12-16,0.0,0.33,1.64,0.56,7.6006,66.67
Nagarjuna Sagar,2023-12-17,0.0,0.43,1.81,0.56,7.4625,65.46
Nagarjuna Sagar,2023-12-18,0.07,0.65,1.61,0.56,7.3674,64.63
Nagarjuna Sagar,2023-12-19,0.0,0.15,1.21,0.56,7.2616,63.7
Nagarjuna Sagar,2023-12-20,0.0,0.3,1.59,0.56,7.1327,62.57
Nagarjuna Sagar,2023-12-21,0.0,0.37,1.48,0.56,7.0224,61.6
Nagarjuna Sagar,2023-12-22,0.0,0.4,1.61,0.56,6.9006,60.53
Nagarjuna Sagar,2023-12-23,0.12,0.7,1.7,0.56,6.8009,59.66
Nagarjuna Sagar,2023-12-24,0.0,0.18,1.85,0.56,6.6338,58.19
Nagarjuna Sagar,2023-12-25,0.0,0.43,1.73,0.56,6.5037,57.05
Nagarjuna Sagar,2023-12-26,0.0,0.43,1.7,0.56,6.3769,55.94
Nagarjuna Sagar,2023-12-27,0.0,0.31,1.94,0.56,6.2136,54.51
Nagarjuna Sagar,2023-12-28,0.0,0.44,1.16,0.56,6.1419,53.88
Nagarjuna Sagar,2023-12-29,0.0,0.34,1.69,0.56,6.0072,52.69
Koyna,2014-01-01,0.0,0.45,1.9,0.53,0.9752,34.83
Koyna,2014-01-02,0.0,0.36,1.59,0.53,0.8522,30.44
Koyna,2014-01-03,0.0,0.47,1.54,0.53,0.7448,26.6
Koyna,2014-01-04,0.0,0.14,1.91,0.53,0.5677,20.27
Koyna,2014-01-05,0.0,0.31,1.54,0.53,0.4445,15.88
Koyna,2014-01-06,0.0,0.44,1.38,0.53,0.3502,12.51
Koyna,2014-01-07,0.04,0.31,1.94,0.53,0.1867,6.67
Koyna,2014-01-08,0.0,0.22,2.0,0.53,0.009,0.32
Koyna,2014-01-09,0.0,0.13,1.45,0.53,0.0,0.0
Koyna,2014-01-10,0.0,0.17,1.2,0.53,0.0,0.0
Koyna,2014-01-11,0.0,0.42,1.83,0.53,0.0,0.0
Koyna,2014-01-12,0.0,0.35,1.19,0.53,0.0,0.0
Koyna,2014-01-13,0.0,0.35,1.3,0.53,0.0,0.0
Koyna,2014-01-14,0.0,0.26,1.54,0.53,0.0,0.0
Koyna,2014-01-15,0.0,0.33,1.84,0.53,0.0,0.0
Koyna,2014-01-16,0.0,0.21,1.63,0.53,0.0,0.0
Koyna,2014-01-17,0.0,0.28,1.64,0.53,0.0,0.0
