Date,City,Area_Type,Water_Demand,Temperature,Rainfall,Population,Reservoir_Level,Water_Tariff,Weather,Season,Holiday
2027-09-10,Jabalpur,Urban,1082,27,8,800000,6819,6,Cloudy,Monsoon,0
2027-09-11,Bhopal,Rural,1256,30,13,1500000,3425,7,Rainy,Monsoon,0
2027-09-12,Ujjain,Urban,852,28,22,700000,4945,9,Rainy,Monsoon,0
2027-09-13,Ujjain,Urban,866,30,22,700000,5782,7,Rainy,Monsoon,0
2027-09-14,Indore,Urban,2585,29,11,2000000,7831,8,Rainy,Monsoon,0
2027-09-15,Gwalior,Urban,1062,26,21,1000000,4897,9,Rainy,Monsoon,0
2027-09-16,Ujjain,Urban,1104,30,10,700000,4665,9,Cloudy,Monsoon,0
2027-09-17,Ujjain,Urban,1009,29,7,700000,3398,8,Cloudy,Monsoon,0
2027-09-18,Bhopal,Rural,1146,31,18,1500000,6451,9,Rainy,Monsoon,0
2027-09-19,Gwalior,Rural,793,27,13,1000000,7323,6,Rainy,Monsoon,0
2027-09-20,Ujjain,Rural,500,25,23,700000,5122,7,Rainy,Monsoon,0
2027-09-21,Indore,Urban,2391,26,15,2000000,3514,9,Rainy,Monsoon,0
2027-09-22,Gwalior,Urban,1247,29,19,1000000,7998,7,Rainy,Monsoon,0
2027-09-23,Ujjain,Urban,642,24,23,700000,5416,9,Rainy,Monsoon,0
2027-09-24,Indore,Rural,1636,28,13,2000000,3515,9,Rainy,Monsoon,1
2027-09-25,Bhopal,Urban,1999,28,7,1500000,7752,9,Cloudy,Monsoon,0
2027-09-26,Jabalpur,Urban,1216,30,6,800000,4345,9,Cloudy,Monsoon,0
2027-09-27,Ujjain,Rural,541,26,11,700000,5541,6,Rainy,Monsoon,0
2027-09-28,Bhopal,Rural,1323,25,12,1500000,3965,9,Rainy,Monsoon,0
2027-09-29,Bhopal,Urban,2016,27,7,1500000,5372,6,Cloudy,Monsoon,0
2027-09-30,Ujjain,Urban,927,25,12,700000,7864,6,Rainy,Monsoon,0
2027-10-01,Ujjain,Urban,883,14,2,700000,6123,6,Cloudy,Winter,0
2027-10-02,Indore,Rural,1558,10,2,2000000,7117,7,Cloudy,Winter,0
2027-10-03,Ujjain,Urban,970,15,1,700000,4693,8,Cloudy,Winter,0
2027-10-04,Indore,Urban,2627,14,2,2000000,3256,8,Cloudy,Winter,0
2027-10-05,Jabalpur,Urban,1099,21,1,800000,6436,6,Cloudy,Winter,0
2027-10-06,Ujjain,Urban,1085,22,2,700000,4664,6,Cloudy,Winter,0
2027-10-07,Gwalior,Urban,1332,18,0,1000000,7780,7,Sunny,Winter,0
2027-10-08,Jabalpur,Urban,1057,15,2,800000,4306,7,Cloudy,Winter,0
2027-10-09,Ujjain,Urban,1216,24,0,700000,4316,8,Sunny,Winter,0
2027-10-10,Ujjain,Rural,569,13,0,700000,3378,7,Sunny,Winter,0
2027-10-11,Bhopal,Urban,2094,21,0,1500000,6243,7,Sunny,Winter,0
2027-10-12,Indore,Rural,1765,13,2,2000000,5668,8,Cloudy,Winter,0
2027-10-13,Gwalior,Urban,1333,21,2,1000000,7250,8,Cloudy,Winter,0
2027-10-14,Indore,Urban,2639,12,0,2000000,3178,9,Sunny,Winter,0
2027-10-15,Ujjain,Rural,565,14,2,700000,4803,9,Cloudy,Winter,0
2027-10-16,Jabalpur,Urban,1114,21,0,800000,5154,8,Sunny,Winter,0
2027-10-17,Jabalpur,Urban,1089,10,2,800000,5965,6,Cloudy,Winter,1
2027-10-18,Ujjain,Rural,662,20,0,700000,6604,8,Sunny,Winter,0
2027-10-19,Jabalpur,Rural,780,18,0,800000,7768,7,Sunny,Winter,1
2027-10-20,Jabalpur,Urban,1122,10,0,800000,6105,7,Sunny,Winter,0
2027-10-21,Indore,Rural,1821,24,0,2000000,3272,7,Sunny,Winter,0
2027-10-22,Bhopal,Urban,1904,17,1,1500000,4616,8,Cloudy,Winter,0
2027-10-23,Indore,Urban,2621,15,2,2000000,5624,9,Cloudy,Winter,0
2027-10-24,Gwalior,Urban,1318,14,2,1000000,5167,6,Cloudy,Winter,0
2027-10-25,Ujjain,Rural,701,19,0,700000,3711,7,Sunny,Winter,0
2027-10-26,Gwalior,Urban,1389,19,0,1000000,6131,8,Sunny,Winter,0
2027-10-27,Ujjain,Rural,657,15,0,700000,7545,7,Sunny,Winter,0
2027-10-28,Gwalior,Urban,1358,17,2,1000000,5867,9,Cloudy,Winter,0
2027-10-29,Gwalior,Urban,1389,21,1,1000000,6130,6,Cloudy,Winter,0
2027-10-30,Indore,Urban,2526,15,0,2000000,5968,7,Sunny,Winter,0
2027-10-31,Gwalior,Urban,1373,14,1,1000000,7300,9,Cloudy,Winter,0
2027-11-01,Ujjain,Urban,958,10,2,700000,6161,8,Cloudy,Winter,1
2027-11-02,Indore,Urban,2558,15,0,2000000,6695,6,Sunny,Winter,0
2027-11-03,Ujjain,Urban,1116,23,1,700000,5902,7,Cloudy,Winter,0
2027-11-04,Ujjain,Rural,644,10,0,700000,7315,6,Sunny,Winter,1
2027-11-05,Bhopal,Urban,1932,13,2,1500000,3797,8,Cloudy,Winter,0
2027-11-06,Gwalior,Urban,1474,20,1,1000000,6342,7,Cloudy,Winter,0
2027-11-07,Indore,Urban,2565,24,2,2000000,5293,7,Cloudy,Winter,0
2027-11-08,Bhopal,Urban,1947,11,2,1500000,7073,9,Cloudy,Winter,1
2027-11-09,Indore,Urban,2540,16,1,2000000,6187,9,Cloudy,Winter,0
2027-11-10,Indore,Urban,2518,15,2,2000000,6544,7,Cloudy,Winter,1
2027-11-11,Bhopal,Urban,1835,14,2,1500000,5845,6,Cloudy,Winter,0
2027-11-12,Bhopal,Urban,1855,12,2,1500000,3085,8,Cloudy,Winter,0
2027-11-13,Ujjain,Urban,1056,19,1,700000,5669,9,Cloudy,Winter,0
2027-11-14,Jabalpur,Urban,1156,19,1,800000,7681,6,Cloudy,Winter,0
2027-11-15,Bhopal,Urban,1990,16,0,1500000,4647,6,Sunny,Winter,0
2027-11-16,Bhopal,Urban,2003,20,0,1500000,6613,9,Sunny,Winter,0
2027-11-17,Gwalior,Urban,1553,24,0,1000000,5175,7,Sunny,Winter,0
2027-11-18,Ujjain,Urban,1125,20,2,700000,7501,7,Cloudy,Winter,0
2027-11-19,Gwalior,Urban,1291,16,2,1000000,4817,8,Cloudy,Winter,0
2027-11-20,Bhopal,Urban,1874,11,2,1500000,4157,8,Cloudy,Winter,0
2027-11-21,Ujjain,Urban,1031,17,0,700000,7025,9,Sunny,Winter,0
2027-11-22,Ujjain,Urban,959,11,1,700000,4218,7,Cloudy,Winter,0
2027-11-23,Gwalior,Urban,1452,19,1,1000000,5172,8,Cloudy,Winter,0
2027-11-24,Indore,Rural,1784,15,1,2000000,6478,9,Cloudy,Winter,0
2027-11-25,Gwalior,Urban,1488,21,2,1000000,4212,9,Cloudy,Winter,0
2027-11-26,Ujjain,Urban,1138,17,0,700000,5627,7,Sunny,Winter,0
2027-11-27,Ujjain,Rural,752,22,1,700000,5082,8,Cloudy,Winter,1
2027-11-28,Ujjain,Urban,1146,23,0,700000,7333,9,Sunny,Winter,0
2027-11-29,Indore,Urban,2597,18,1,2000000,6682,8,Cloudy,Winter,0
2027-11-30,Indore,Urban,2634,24,0,2000000,5896,7,Sunny,Winter,0
2027-12-01,Indore,Rural,1751,17,2,2000000,3662,6,Cloudy,Winter,0
2027-12-02,Indore,Urban,2482,11,1,2000000,4950,6,Cloudy,Winter,1
2027-12-03,Ujjain,Rural,691,20,0,700000,4164,6,Sunny,Winter,0
2027-12-04,Jabalpur,Urban,1238,23,1,800000,4023,8,Cloudy,Winter,0
2027-12-05,Jabalpur,Urban,1065,14,0,800000,6569,8,Sunny,Winter,0
2027-12-06,Gwalior,Urban,1481,18,1,1000000,3006,8,Cloudy,Winter,0
2027-12-07,Ujjain,Rural,825,24,1,700000,4310,7,Cloudy,Winter,0
2027-12-08,Ujjain,Urban,1036,16,2,700000,5162,6,Cloudy,Winter,0
2027-12-09,Ujjain,Rural,566,14,2,700000,4718,6,Cloudy,Winter,1
2027-12-10,Bhopal,Urban,2052,19,0,1500000,4244,7,Sunny,Winter,0
2027-12-11,Jabalpur,Urban,1241,23,2,800000,3746,8,Cloudy,Winter,0
2027-12-12,Gwalior,Rural,795,10,0,1000000,4267,8,Sunny,Winter,0
2027-12-13,Jabalpur,Rural,720,10,2,800000,4648,9,Cloudy,Winter,0
2027-12-14,Bhopal,Urban,1970,24,2,1500000,4397,7,Cloudy,Winter,0
2027-12-15,Ujjain,Urban,1116,20,0,700000,4291,7,Sunny,Winter,0
2027-12-16,Indore,Urban,2485,18,2,2000000,7993,8,Cloudy,Winter,0
2027-12-17,Gwalior,Urban,1447,19,1,1000000,7808,9,Cloudy,Winter,0
2027-12-18,Bhopal,Urban,1965,12,1,1500000,4937,8,Cloudy,Winter,0
2027-12-19,Ujjain,Urban,862,11,1,700000,6034,7,Cloudy,Winter,0
2027-12-20,Bhopal,Urban,1913,13,1,1500000,6760,6,Cloudy,Winter,0
2027-12-21,Bhopal,Urban,2013,14,2,1500000,5684,9,Cloudy,Winter,0
2027-12-22,Jabalpur,Urban,1123,17,2,800000,5794,8,Cloudy,Winter,0
2027-12-23,Gwalior,Rural,993,16,1,1000000,3951,8,Cloudy,Winter,0
2027-12-24,Jabalpur,Urban,1187,11,0,800000,7126,7,Sunny,Winter,1
2027-12-25,Jabalpur,Urban,1099,19,1,800000,4019,7,Cloudy,Winter,0
2027-12-26,Bhopal,Urban,2100,24,1,1500000,5979,9,Cloudy,Winter,0
2027-12-27,Ujjain,Urban,1028,14,0,700000,7441,9,Sunny,Winter,0
2027-12-28,Ujjain,Rural,804,22,2,700000,3981,7,Cloudy,Winter,0
2027-12-29,Jabalpur,Urban,1127,19,1,800000,5536,6,Cloudy,Winter,1
2027-12-30,Indore,Urban,2571,18,0,2000000,7693,6,Sunny,Winter,0
2027-12-31,Gwalior,Urban,1402,11,0,1000000,3252,9,Sunny,Winter,0
2028-01-01,Ujjain,Urban,1117,23,1,700000,4266,7,Cloudy,Winter,0
2028-01-02,Bhopal,Rural,1272,18,1,1500000,4112,7,Cloudy,Winter,0
2028-01-03,Gwalior,Urban,1284,15,2,1000000,3098,7,Cloudy,Winter,0
2028-01-04,Ujjain,Urban,1070,17,1,700000,4004,6,Cloudy,Winter,0
2028-01-05,Ujjain,Rural,677,15,0,700000,5506,6,Sunny,Winter,0
2028-01-06,Bhopal,Rural,1359,21,1,1500000,5242,6,Cloudy,Winter,0
2028-01-07,Bhopal,Urban,1971,11,1,1500000,3065,6,Cloudy,Winter,1
2028-01-08,Ujjain,Urban,1112,24,2,700000,3765,9,Cloudy,Winter,0
2028-01-09,Indore,Rural,1664,11,2,2000000,3539,7,Cloudy,Winter,0
2028-01-10,Gwalior,Rural,947,17,0,1000000,3505,9,Sunny,Winter,0
2028-01-11,Ujjain,Urban,940,11,2,700000,5321,6,Cloudy,Winter,0
2028-01-12,Bhopal,Rural,1268,11,1,1500000,4444,6,Cloudy,Winter,0
2028-01-13,Indore,Urban,2681,19,1,2000000,6088,8,Cloudy,Winter,0
2028-01-14,Gwalior,Urban,1533,20,0,1000000,4825,8,Sunny,Winter,0
2028-01-15,Bhopal,Rural,1380,21,2,1500000,3841,6,Cloudy,Winter,0
2028-01-16,Bhopal,Urban,1966,24,2,1500000,3027,9,Cloudy,Winter,0
2028-01-17,Bhopal,Urban,1944,18,1,1500000,4360,8,Cloudy,Winter,0
2028-01-18,Jabalpur,Rural,803,14,1,800000,7548,6,Cloudy,Winter,0
2028-01-19,Ujjain,Urban,994,14,2,700000,3324,7,Cloudy,Winter,0
2028-01-20,Ujjain,Rural,693,21,0,700000,6898,9,Sunny,Winter,0
2028-01-21,Indore,Rural,1678,22,1,2000000,4837,6,Cloudy,Winter,0
2028-01-22,Bhopal,Rural,1385,17,0,1500000,4133,6,Sunny,Winter,0
2028-01-23,Indore,Urban,2748,23,0,2000000,5769,7,Sunny,Winter,0
2028-01-24,Bhopal,Rural,1296,17,2,1500000,4357,8,Cloudy,Winter,0
2028-01-25,Ujjain,Urban,1055,16,2,700000,5892,8,Cloudy,Winter,0
2028-01-26,Jabalpur,Urban,1183,13,0,800000,7999,8,Sunny,Winter,0
2028-01-27,Jabalpur,Rural,779,14,2,800000,7112,7,Cloudy,Winter,0
2028-01-28,Gwalior,Urban,1408,21,1,1000000,3204,8,Cloudy,Winter,0
2028-01-29,Indore,Urban,2716,22,0,2000000,6747,7,Sunny,Winter,0
2028-01-30,Jabalpur,Rural,777,24,2,800000,3066,9,Cloudy,Winter,0
2028-01-31,Jabalpur,Urban,1074,12,0,800000,5925,6,Sunny,Winter,0
2028-02-01,Bhopal,Urban,2092,18,0,1500000,4669,7,Sunny,Winter,0
2028-02-02,Jabalpur,Urban,1155,16,0,800000,5042,9,Sunny,Winter,0
2028-02-03,Ujjain,Urban,1039,23,2,700000,3422,9,Cloudy,Winter,0
2028-02-04,Gwalior,Rural,1026,22,0,1000000,6805,6,Sunny,Winter,0
2028-02-05,Indore,Rural,1659,18,1,2000000,6647,9,Cloudy,Winter,0
2028-02-06,Jabalpur,Rural,858,19,0,800000,4123,8,Sunny,Winter,0
2028-02-07,Jabalpur,Urban,1126,12,1,800000,6608,9,Cloudy,Winter,0
2028-02-08,Indore,Rural,1764,23,0,2000000,7497,8,Sunny,Winter,0
2028-02-09,Indore,Urban,2655,15,1,2000000,4394,6,Cloudy,Winter,0
2028-02-10,Indore,Urban,2560,14,2,2000000,5066,7,Cloudy,Winter,0
2028-02-11,Ujjain,Urban,950,11,0,700000,6944,8,Sunny,Winter,0
2028-02-12,Gwalior,Rural,1008,21,1,1000000,7948,7,Cloudy,Winter,0
2028-02-13,Indore,Urban,2600,16,2,2000000,7561,8,Cloudy,Winter,0
2028-02-14,Gwalior,Rural,871,21,1,1000000,5550,8,Cloudy,Winter,0
2028-02-15,Gwalior,Rural,965,20,2,1000000,5811,7,Cloudy,Winter,0
2028-02-16,Ujjain,Urban,931,11,1,700000,4537,6,Cloudy,Winter,0
2028-02-17,Bhopal,Urban,1926,20,2,1500000,7901,9,Cloudy,Winter,0
2028-02-18,Gwalior,Rural,996,16,0,1000000,3915,7,Sunny,Winter,0
2028-02-19,Jabalpur,Urban,1132,20,1,800000,3860,7,Cloudy,Winter,0
2028-02-20,Bhopal,Rural,1332,12,2,1500000,3286,6,Cloudy,Winter,0
2028-02-21,Indore,Urban,2598,20,0,2000000,7571,6,Sunny,Winter,0
2028-02-22,Gwalior,Rural,966,14,1,1000000,5170,7,Cloudy,Winter,0
2028-02-23,Indore,Urban,2573,17,1,2000000,7887,9,Cloudy,Winter,0
2028-02-24,Bhopal,Urban,2007,14,2,1500000,7055,9,Cloudy,Winter,0
2028-02-25,Indore,Urban,2702,22,0,2000000,7764,6,Sunny,Winter,0
2028-02-26,Jabalpur,Urban,1095,21,1,800000,4771,9,Cloudy,Winter,0
2028-02-27,Bhopal,Urban,2128,21,0,1500000,6948,9,Sunny,Winter,0
2028-02-28,Gwalior,Urban,1409,21,0,1000000,3815,8,Sunny,Winter,0
2028-02-29,Jabalpur,Urban,1107,15,0,800000,4229,7,Sunny,Winter,0
2028-03-01,Jabalpur,Urban,1124,19,2,800000,4532,6,Cloudy,Winter,0
2028-03-02,Bhopal,Urban,1973,10,1,1500000,5605,7,Cloudy,Winter,0
2028-03-03,Ujjain,Urban,995,12,1,700000,3842,6,Cloudy,Winter,0
2028-03-04,Jabalpur,Urban,1173,22,0,800000,5135,6,Sunny,Winter,0
2028-03-05,Indore,Rural,1641,10,0,2000000,5381,7,Sunny,Winter,0
2028-03-06,Bhopal,Urban,1974,14,2,1500000,7915,8,Cloudy,Winter,0
2028-03-07,Bhopal,Urban,1883,15,2,1500000,3462,8,Cloudy,Winter,1
2028-03-08,Jabalpur,Urban,1106,13,1,800000,5568,6,Cloudy,Winter,0
2028-03-09,Jabalpur,Rural,699,11,2,800000,4823,6,Cloudy,Winter,0
2028-03-10,Gwalior,Rural,1024,23,2,1000000,4935,7,Cloudy,Winter,0
2028-03-11,Bhopal,Urban,2124,22,1,1500000,4725,8,Cloudy,Winter,0
2028-03-12,Indore,Urban,2466,13,2,2000000,7558,7,Cloudy,Winter,0
2028-03-13,Jabalpur,Urban,1252,22,2,800000,7358,7,Cloudy,Winter,0
2028-03-14,Gwalior,Urban,1365,17,2,1000000,4903,7,Cloudy,Winter,0
2028-03-15,Bhopal,Urban,2069,19,2,1500000,7283,6,Cloudy,Winter,0
2028-03-16,Indore,Urban,2650,22,0,2000000,6892,6,Sunny,Winter,0
2028-03-17,Bhopal,Rural,1392,15,2,1500000,6815,9,Cloudy,Winter,0
2028-03-18,Gwalior,Urban,1367,22,0,1000000,3177,7,Sunny,Winter,0
2028-03-19,Bhopal,Rural,1204,11,0,1500000,6271,9,Sunny,Winter,0
2028-03-20,Bhopal,Urban,1977,12,1,1500000,3693,7,Cloudy,Winter,0
2028-03-21,Bhopal,Rural,1398,18,0,1500000,7992,6,Sunny,Winter,0
2028-03-22,Indore,Rural,1709,18,0,2000000,5422,9,Sunny,Winter,0
2028-03-23,Ujjain,Rural,693,13,1,700000,6697,7,Cloudy,Winter,0
2028-03-24,Ujjain,Urban,895,15,2,700000,4416,7,Cloudy,Winter,0
2028-03-25,Ujjain,Urban,1003,20,1,700000,5503,9,Cloudy,Winter,0
2028-03-26,Jabalpur,Urban,1315,24,1,800000,4539,7,Cloudy,Winter,0
2028-03-27,Indore,Urban,2739,23,0,2000000,7124,9,Sunny,Winter,0
2028-03-28,Indore,Urban,2657,23,2,2000000,5459,8,Cloudy,Winter,0
2028-03-29,Bhopal,Urban,1961,18,0,1500000,6520,7,Sunny,Winter,0
2028-03-30,Jabalpur,Rural,638,12,0,800000,7174,6,Sunny,Winter,0
2028-03-31,Jabalpur,Rural,807,14,1,800000,4492,9,Cloudy,Winter,0
2028-04-01,Bhopal,Rural,1437,36,2,1500000,3212,8,Cloudy,Summer,0
2028-04-02,Bhopal,Urban,2165,39,2,1500000,6034,8,Cloudy,Summer,0
2028-04-03,Ujjain,Urban,1275,39,2,700000,7868,7,Cloudy,Summer,0
2028-04-04,Gwalior,Urban,1684,44,4,1000000,6829,7,Cloudy,Summer,0
2028-04-05,Ujjain,Urban,1145,32,2,700000,7842,9,Cloudy,Summer,0
2028-04-06,Jabalpur,Urban,1480,43,3,800000,7086,9,Cloudy,Summer,0
2028-04-07,Gwalior,Urban,1639,40,1,1000000,3781,7,Cloudy,Summer,0
2028-04-08,Jabalpur,Rural,968,35,1,800000,3214,8,Cloudy,Summer,0
2028-04-09,Indore,Urban,2930,43,4,2000000,5263,6,Cloudy,Summer,0
2028-04-10,Indore,Urban,2842,33,0,2000000,7865,8,Sunny,Summer,0
2028-04-11,Jabalpur,Urban,1310,38,3,800000,4250,6,Cloudy,Summer,0
2028-04-12,Gwalior,Urban,1512,36,4,1000000,4694,9,Cloudy,Summer,0
2028-04-13,Indore,Urban,2761,33,4,2000000,7581,9,Cloudy,Summer,1
2028-04-14,Ujjain,Urban,1181,37,1,700000,4958,7,Cloudy,Summer,1
2028-04-15,Indore,Urban,2903,42,0,2000000,5191,6,Sunny,Summer,0
2028-04-16,Jabalpur,Urban,1220,33,2,800000,3273,7,Cloudy,Summer,0
2028-04-17,Indore,Urban,2678,32,2,2000000,5866,8,Cloudy,Summer,1
2028-04-18,Ujjain,Rural,897,39,0,700000,3040,8,Sunny,Summer,0
2028-04-19,Ujjain,Urban,1204,39,2,700000,4299,6,Cloudy,Summer,1
2028-04-20,Gwalior,Rural,1139,32,1,1000000,5446,8,Cloudy,Summer,0
2028-04-21,Ujjain,Urban,1342,43,2,700000,4749,7,Cloudy,Summer,0
2028-04-22,Indore,Rural,1926,41,1,2000000,7576,6,Cloudy,Summer,0
2028-04-23,Indore,Urban,2800,36,1,2000000,3390,8,Cloudy,Summer,0
2028-04-24,Bhopal,Urban,2127,34,4,1500000,7494,9,Cloudy,Summer,0
2028-04-25,Jabalpur,Urban,1363,36,1,800000,6416,7,Cloudy,Summer,0
2028-04-26,Indore,Urban,2936,42,1,2000000,4913,6,Cloudy,Summer,1
2028-04-27,Ujjain,Urban,1278,34,1,700000,4134,7,Cloudy,Summer,0
2028-04-28,Bhopal,Urban,2214,40,2,1500000,7766,9,Cloudy,Summer,0
2028-04-29,Indore,Rural,1928,36,4,2000000,4746,8,Cloudy,Summer,0
2028-04-30,Indore,Urban,2785,38,0,2000000,4184,7,Sunny,Summer,0
2028-05-01,Bhopal,Urban,2192,41,0,1500000,7453,6,Sunny,Summer,0
2028-05-02,Jabalpur,Urban,1280,33,4,800000,4688,7,Cloudy,Summer,0
2028-05-03,Bhopal,Rural,1538,40,2,1500000,7611,6,Cloudy,Summer,0
2028-05-04,Bhopal,Rural,1576,39,0,1500000,3032,8,Sunny,Summer,0
2028-05-05,Ujjain,Urban,1188,36,0,700000,5871,7,Sunny,Summer,0
2028-05-06,Indore,Rural,1943,44,2,2000000,5438,9,Cloudy,Summer,0
2028-05-07,Indore,Rural,2001,40,0,2000000,4887,9,Sunny,Summer,0
2028-05-08,Indore,Urban,2860,39,1,2000000,5995,9,Cloudy,Summer,0
2028-05-09,Gwalior,Urban,1543,35,0,1000000,6031,8,Sunny,Summer,1
2028-05-10,Indore,Urban,2820,43,4,2000000,6948,6,Cloudy,Summer,0
2028-05-11,Ujjain,Rural,821,39,0,700000,7198,9,Sunny,Summer,0
2028-05-12,Jabalpur,Urban,1396,44,0,800000,6311,7,Sunny,Summer,0
2028-05-13,Indore,Rural,1878,37,4,2000000,3393,8,Cloudy,Summer,0
2028-05-14,Ujjain,Rural,919,43,4,700000,7261,6,Cloudy,Summer,0
2028-05-15,Ujjain,Urban,1292,44,2,700000,3293,7,Cloudy,Summer,0
2028-05-16,Jabalpur,Urban,1393,35,3,800000,7582,7,Cloudy,Summer,0
2028-05-17,Ujjain,Urban,1205,37,0,700000,5253,7,Sunny,Summer,0
2028-05-18,Indore,Rural,1893,37,3,2000000,7803,7,Cloudy,Summer,0
2028-05-19,Ujjain,Urban,1378,42,2,700000,3948,8,Cloudy,Summer,0
2028-05-20,Bhopal,Rural,1550,34,0,1500000,6144,8,Sunny,Summer,0
2028-05-21,Bhopal,Rural,1422,34,1,1500000,5672,8,Cloudy,Summer,0
2028-05-22,Ujjain,Rural,784,32,1,700000,5369,8,Cloudy,Summer,1
2028-05-23,Bhopal,Rural,1419,39,4,1500000,3419,8,Cloudy,Summer,0
2028-05-24,Jabalpur,Rural,872,41,4,800000,3439,8,Cloudy,Summer,0
2028-05-25,Gwalior,Urban,1597,39,0,1000000,6209,7,Sunny,Summer,0
2028-05-26,Gwalior,Urban,1610,38,3,1000000,7371,6,Cloudy,Summer,0
2028-05-27,Bhopal,Urban,2209,35,2,1500000,7906,8,Cloudy,Summer,0
2028-05-28,Gwalior,Rural,1091,44,4,1000000,6982,8,Cloudy,Summer,0
2028-05-29,Indore,Urban,2751,33,3,2000000,3690,6,Cloudy,Summer,0
2028-05-30,Indore,Rural,1967,37,0,2000000,6182,8,Sunny,Summer,0
2028-05-31,Jabalpur,Urban,1487,40,2,800000,3060,9,Cloudy,Summer,0
2028-06-01,Jabalpur,Urban,1398,38,0,800000,4730,7,Sunny,Summer,0
2028-06-02,Bhopal,Rural,1536,39,2,1500000,4310,8,Cloudy,Summer,0
2028-06-03,Bhopal,Rural,1554,35,1,1500000,4845,6,Cloudy,Summer,0
2028-06-04,Gwalior,Rural,1032,37,3,1000000,7806,9,Cloudy,Summer,0
2028-06-05,Jabalpur,Urban,1523,41,0,800000,4785,8,Sunny,Summer,0
2028-06-06,Bhopal,Urban,2290,43,2,1500000,6915,9,Cloudy,Summer,0
2028-06-07,Indore,Urban,3026,44,0,2000000,3239,8,Sunny,Summer,0
2028-06-08,Bhopal,Rural,1386,38,2,1500000,5226,6,Cloudy,Summer,0
2028-06-09,Bhopal,Urban,2167,44,4,1500000,3838,6,Cloudy,Summer,0
2028-06-10,Jabalpur,Urban,1386,42,1,800000,7035,9,Cloudy,Summer,0
2028-06-11,Bhopal,Urban,2247,39,1,1500000,3599,8,Cloudy,Summer,0
2028-06-12,Bhopal,Rural,1574,40,3,1500000,4634,8,Cloudy,Summer,0
2028-06-13,Indore,Urban,2754,34,1,2000000,5480,7,Cloudy,Summer,0
2028-06-14,Jabalpur,Urban,1337,40,1,800000,5689,8,Cloudy,Summer,0
2028-06-15,Jabalpur,Urban,1510,41,0,800000,6787,6,Sunny,Summer,0
2028-06-16,Indore,Urban,2921,39,2,2000000,7435,8,Cloudy,Summer,0
2028-06-17,Indore,Urban,2871,44,4,2000000,4709,6,Cloudy,Summer,0
2028-06-18,Gwalior,Rural,1059,32,4,1000000,6446,8,Cloudy,Summer,0
2028-06-19,Indore,Urban,2884,38,0,2000000,5498,7,Sunny,Summer,0
2028-06-20,Bhopal,Urban,2227,39,1,1500000,6638,9,Cloudy,Summer,0
2028-06-21,Bhopal,Urban,2315,41,3,1500000,7897,9,Cloudy,Summer,0
2028-06-22,Gwalior,Urban,1542,33,2,1000000,5295,6,Cloudy,Summer,0
2028-06-23,Indore,Urban,2753,36,2,2000000,3432,9,Cloudy,Summer,0
2028-06-24,Indore,Urban,2903,40,2,2000000,4790,8,Cloudy,Summer,0
2028-06-25,Ujjain,Rural,843,36,2,700000,6684,8,Cloudy,Summer,0
2028-06-26,Indore,Rural,1750,33,2,2000000,3548,6,Cloudy,Summer,0
2028-06-27,Jabalpur,Urban,1285,38,4,800000,3343,9,Cloudy,Summer,0
2028-06-28,Jabalpur,Rural,875,40,2,800000,4330,9,Cloudy,Summer,0
2028-06-29,Gwalior,Urban,1542,40,4,1000000,5155,9,Cloudy,Summer,0
2028-06-30,Gwalior,Rural,1007,35,4,1000000,5112,7,Cloudy,Summer,0
2028-07-01,Gwalior,Urban,1205,28,15,1000000,3237,9,Rainy,Monsoon,0
2028-07-02,Gwalior,Urban,1126,28,20,1000000,4135,6,Rainy,Monsoon,0
2028-07-03,Ujjain,Rural,616,25,11,700000,5574,6,Rainy,Monsoon,0
2028-07-04,Indore,Urban,2408,28,16,2000000,7914,7,Rainy,Monsoon,0
2028-07-05,Ujjain,Urban,1008,25,11,700000,4229,7,Rainy,Monsoon,0
2028-07-06,Jabalpur,Rural,752,30,15,800000,3707,7,Rainy,Monsoon,0
2028-07-07,Gwalior,Urban,1377,29,14,1000000,7964,8,Rainy,Monsoon,0
2028-07-08,Jabalpur,Rural,684,31,21,800000,5112,7,Rainy,Monsoon,0
2028-07-09,Gwalior,Urban,1374,25,9,1000000,3584,8,Cloudy,Monsoon,0
2028-07-10,Indore,Rural,1772,28,9,2000000,6630,6,Cloudy,Monsoon,0
2028-07-11,Bhopal,Urban,1879,31,14,1500000,4477,9,Rainy,Monsoon,0
2028-07-12,Indore,Urban,2422,25,19,2000000,6214,9,Rainy,Monsoon,0
2028-07-13,Bhopal,Urban,1837,25,19,1500000,5914,6,Rainy,Monsoon,0
2028-07-14,Ujjain,Rural,500,24,18,700000,5599,6,Rainy,Monsoon,0
2028-07-15,Indore,Urban,2430,24,9,2000000,6032,7,Cloudy,Monsoon,1
2028-07-16,Gwalior,Urban,1291,31,11,1000000,5231,6,Rainy,Monsoon,0
2028-07-17,Jabalpur,Urban,1172,28,12,800000,4341,8,Rainy,Monsoon,0
2028-07-18,Jabalpur,Rural,800,30,13,800000,6082,7,Rainy,Monsoon,0
2028-07-19,Indore,Urban,2319,27,22,2000000,4760,8,Rainy,Monsoon,0
2028-07-20,Ujjain,Rural,586,28,9,700000,3043,7,Cloudy,Monsoon,0
2028-07-21,Ujjain,Urban,962,28,7,700000,4115,7,Cloudy,Monsoon,0
