jan-feb,feb,reservoirlevel,jan,nov,jul,apr,year,district,sep,state_ut_name,capacity,jun-sep,oct-dec,oct,may,outflow,mar-may,population,dec,inflow,aug,annual,jun,mar,Water_Demand
45.31529671438452,17.396035856291924,486.4312611486369,22.11303526067721,6.256595144537357,303.8092717903471,5.1703780736815474,2196.5294992184413,SHAHDOL,203.6006576414499,MADHYA PRADESH,773.2858853974391,969.9438900339547,46.97237294650645,35.513281511389806,7.624359993846628,95.88456463432746,26.075179038784707,2428285.6174748703,9.0629666809064,126.05689950282957,351.6043795509433,1133.9887746045345,123.0419076050382,11.71428423537174,485600.11529125104
17.111946042902634,9.565893632818028,473.0362025377154,9.336391488435918,3.5921373822231724,140.18906622701212,3.12787642435762,2156.12046134096,REWARI,70.58453588446244,HARYANA,704.5465380387827,438.4151260977271,18.298316096955457,13.727135603396944,9.253748105534076,95.91463982052548,17.975148498043495,2321143.6853965283,3.632286546299605,122.45284291879932,181.7729247762732,514.8972473091876,33.63422081674182,4.61625947542884,464253.777279628
21.553119992409684,9.163105590025005,473.7610923979399,10.16281024381396,8.083997958624126,324.6847307812359,18.458333126260104,2101.893812711031,GIRIDIH,225.6155819661938,JHARKHAND,701.4617843578393,1035.9648661799215,94.04583536114636,86.52760675739522,42.46045422221104,93.26143688884876,75.43786569335668,2403093.728250159,5.740252887167993,111.75201722086886,259.19504555940404,1257.2003082553654,204.7728088452032,13.726099163471936,480556.396284093
22.248500401679227,9.435359544828223,512.5336263190625,12.593989233182253,4.130727475164278,359.5615558061651,11.346943003779735,2047.7379869321155,EAST CHAMPARAN,200.1416321017745,BIHAR,752.3118095802972,1020.3853397617196,88.12672093146479,71.43572155068955,50.11492685962552,92.83467622625903,67.0682288208304,2367670.361715408,5.833902104046658,129.20106003584732,282.61477265265944,1218.1953833292666,168.20993202278123,7.965528808053743,473487.28332110035
1.688290730922283,0.2470669105190482,460.7410686342483,1.2531102507381435,17.147854325331046,285.0758730386956,0.2480451249630599,2137.474649358557,ANAND(KHR),143.12703765135058,GUJARAT,756.0182678443357,762.7929366192973,38.16420974228231,19.026812607271346,3.6622578685547,97.2645435984516,5.689409292575142,2383399.6767250886,2.548742426229947,124.04394370031216,278.1833019339094,884.4158228563244,121.4894038923806,1.4962268519157729,476657.73672737984
37.99552274728215,17.95332423187081,483.690115180573,19.688993160948385,5.684202222554842,182.48185558466383,9.00916862404045,2041.1170630939707,ROHTAK,66.56302188304068,HARYANA,698.0090685949348,484.5694048168156,22.912666653624605,13.450192405276496,21.010104195252023,98.14487018203208,45.88817058602252,2442147.4155170647,8.117619631215794,123.4889131670136,185.7885068891093,604.1553361264642,48.01578205138983,17.72041187680757,488436.6091914749
37.86005620872599,16.532832819950396,500.6287473049744,19.80245653838477,4.746254651403461,307.38511989366737,5.342635195969548,2055.88482018018,PILIBHIT,192.8930080285962,UTTAR PRADESH,766.4381510595166,1009.7434954543536,88.92180437662083,75.56343347824871,23.32814119366688,97.35009617831184,43.62947350796849,2305332.301694881,8.539909453493792,120.03597737734916,298.147262374817,1122.0000119280649,110.62732639244896,14.242584617927308,461031.0175338595
8.671493624899984,3.2244050294058035,480.6251319201794,5.663546281859831,8.250019030822948,262.66204064171745,1.997789593385376,1905.91649042766,BUNDI,98.2539714280133,RAJASTHAN,691.5940164605215,642.1039831461469,29.05345470265353,16.501576972063766,6.649739940275468,99.46228088011848,12.464382191540867,2304038.2880728994,4.114536127262681,120.19441758123382,254.827373665012,731.9008203615692,62.72000596549054,3.5931179289259,460796.23307471484
3.284612875898467,1.038537123918571,459.3643589795203,1.7395954193954954,7.376853593510255,164.3689328938463,1.444512243348424,2206.6388923557656,JALORE,70.28518597099064,RAJASTHAN,747.6635826545636,349.5642834191495,16.090676925766054,8.769999848726142,8.85320433705662,105.13677951977216,12.393107014979796,2327598.035973068,0.7956191948500858,122.99416610817636,127.69658248989236,436.6774455279824,34.93917518134199,2.5262983088351647,465544.60219557537
5.772692954864163,2.655752278838243,495.7887010813514,3.723569634418679,21.206046567284066,149.15803239919464,8.223865131919151,1986.3729897349149,OSMANABAD,200.2220981322432,MAHARASHTRA,757.6279241108405,594.9244109078602,112.26275917305485,92.4533250233452,26.974687387347466,103.9626810301332,40.54676358282724,2331519.1963992342,4.537733649869934,124.80788112296072,147.93860298570613,766.257296768535,126.33724396145163,4.285824900814135,466292.09208476305
17.290306477355664,8.462968331032396,504.8504419636027,7.044757709770738,3.338757040783152,169.50160530442068,5.091406465561279,2150.796399500432,SIKAR,52.39891870087154,RAJASTHAN,768.6558469695398,402.57009471085934,21.184839189646503,10.98343262414238,20.95172232256335,99.41758030361224,29.643475651133635,2310193.0386664025,2.9961489724789647,118.98100143903964,135.2891752998803,472.0668864724396,52.39033560628399,4.361376904779133,462055.0001497489
20.6554188139861,9.231321236231455,418.8618833011765,13.217631032295008,5.178476968983403,276.31357707074073,5.977162056180323,2028.6341635671024,NALANDA,196.0915715281768,BIHAR,718.6157056605443,836.5920591743314,61.20418098602116,47.08815357392095,29.57792081272676,101.97752407287572,43.358478714829175,2320803.377819811,5.323728615038833,114.5299607614256,256.7967256670574,1011.3290434443612,127.79307840873878,9.143055249490294,464120.0679076806
28.4268231186189,15.68204232716873,459.7505160495139,10.820024097934704,13.635703755382014,367.6355428958576,21.805215250328363,1910.978500726526,BOLANGIR,214.64566418595703,ORISSA,745.9449168059281,1122.9706732148336,85.0818132787368,67.4963141245195,36.99058877776427,97.23987394683186,78.75779038354172,2448843.544353041,6.034923463348038,117.93281562239817,362.291651207952,1537.2349447342783,206.04180142542737,20.58224425385752,489682.1941304836
22.68279368264277,10.033815596178934,460.5172860999873,11.605673175291706,3.384795191676024,163.31845477899023,4.980992556492812,2062.5905947312817,MAHENDRAGARH,54.034012780181584,HARYANA,748.1617908661809,379.28162691143547,25.716690232778863,15.21119135671417,19.7907450383356,91.10873465605196,32.947504204287696,2563907.145571295,7.5249828471750355,115.81964036196706,143.7307962364625,456.754802090844,42.92898085871349,9.404279211802514,512794.14214185666
18.688732923059167,10.019760438873186,491.62558866812833,8.874176178501104,3.960197093543655,177.53765089580213,4.662819565110582,1993.630325950407,MEWAT,106.29243917449784,HARYANA,706.8257041036576,474.89062448693153,30.032402007963807,19.45957843706839,9.28583002404516,103.30140115636075,21.14775987513561,2397397.2534892834,5.027656032160736,118.56731400245788,188.1966945720703,581.874876593648,38.39317992034045,6.008952142745802,479502.01249827596
1.395221486997566,0.6310675151600454,444.0452489534909,0.8674013127583895,6.760580433262198,243.33497595317223,0.4158726238568344,1982.058212638513,GANDHINAGAR,150.2687067737931,GUJARAT,710.1523940491917,649.3875141156941,26.80016629497885,19.82070656422301,7.038199220834866,91.651310521755,7.466395637648297,2186215.9573197584,2.34284253289722,117.31407784121808,243.9437428671948,746.3364130377787,72.58854161356274,0.6700898058821493,437222.32395138004
29.95518485402753,9.146510470682522,450.5822004274924,17.567928428143443,8.739469068594762,260.1539231953494,3.903770608329907,1977.3753030763469,ALLAHABAD,177.74678790767808,UTTAR PRADESH,728.2982983419965,769.0829512112324,47.96049570771456,35.18882253033442,6.188543369739779,95.18558535066182,16.482614803375945,2395133.3773904108,5.015832664215583,117.94812782507331,262.4547506775789,876.0418895511561,83.60224818076102,7.694833846755984,479001.22029821825
28.180543609206254,12.7105930082145,491.651187519135,15.718696369890484,3.609910712590336,117.24473899994578,7.026932558652041,2058.3123916679883,MUKTSAR,59.31062731745108,PUNJAB,718.1509683461184,303.13321681159505,21.32702909904128,11.88199851817605,11.36541318006914,105.4836342260555,41.78523882584332,2377866.091124319,8.206499621390554,126.82435727034236,110.45451650011894,392.8427064276438,32.7707555078813,19.24418134456704,475599.5137651613
36.43795231715698,19.15136015748841,469.8901081360102,19.30054350650447,4.930829017757114,334.0968148483396,5.710590466320583,2035.402685192544,CHATRA,234.78833045541955,JHARKHAND,777.9513380329284,993.4019054650112,71.64602994358019,55.1113348409903,16.78000274875577,99.19519882967214,35.472062340936816,2452886.8407520102,6.645988043121164,109.54771831812644,302.2936061011244,1186.5596825916818,159.04591079508575,11.347801880730026,490537.90742384846
18.12812430296224,6.461037153961375,512.7913731494251,9.908251316453349,15.288571342902667,251.09245158275027,3.601702364679299,2123.527613291887,AMRAVATI,167.7579379562766,MAHARASHTRA,723.6758924011855,772.7716817967222,72.12805225000673,52.18884662020303,6.256954122873773,97.9272084308726,18.988277113891964,2334453.662694214,8.059036300801603,126.5387912761542,235.43840168043732,882.7786864769454,134.0234618570739,7.839544014322289,466873.5224074169
23.875839250258192,8.969936096103776,468.2201709346157,15.81154999531112,7.1390625087374655,290.33875858571474,2.101966258306649,1969.906363702285,PRATAPGARH,195.192818221236,UTTAR PRADESH,725.203506828806,898.7863698303747,42.7291031057865,34.52157997940818,8.26316802093961,90.31919362685522,18.002745459948645,2423776.5061492,6.623589763627522,118.82409372123824,288.39119202333234,927.0177060658202,86.954943740771,8.361688949894262,484736.7323256397
20.667579088517016,11.189080145279076,446.6890046916615,9.20201013221036,3.576249889025965,202.9731510216712,4.296058662204118,2099.642496849846,MATHURA,98.90320329462575,UTTAR PRADESH,661.7566842430822,577.741578323874,32.376638528909304,22.663782062481484,9.183484135962573,90.54183064465438,22.91313893136952,2509187.9067548434,4.425421700095761,109.13929208061283,233.509402216702,682.3638824322727,41.323650280488685,10.165562759616211,501815.830160703
39.85844123203041,16.048112999986365,461.1792092977872,23.49643618294745,8.807739940451494,286.72901681832747,3.3733549084328,1945.381914097814,SATNA,186.66885362470745,MADHYA PRADESH,726.0143878085647,981.2716336091391,47.76052751592255,30.63474699384258,4.726826825621229,93.53902648816812,18.366600888508383,2348617.338097497,5.85932526248194,121.33879348874838,319.35414162475774,1085.738262862852,114.64091747339984,9.564591797302674,469682.20883198205
11.876648858880165,5.051263277996418,488.1015291131237,6.997366612538719,17.588441374317995,202.1172358209478,17.1194142310837,2059.003573596632,MEDAK,169.98628494800894,ANDHRA PRADESH,670.6104009197644,750.9598794533729,105.38202476110489,82.96206533297806,26.140448390561684,93.70256762335036,56.100359745358666,2469116.252353865,5.078749928536981,118.87678092714962,189.8402676590188,844.615285805457,149.5620143163532,9.227005578243404,493813.34748564946
0.8317182470304435,0.3711292060862894,493.6687495210488,0.4548771157613535,12.570904857410104,315.2159129392336,0.0209786185571026,1950.3863043731235,JUNAGADH,101.5496597661838,GUJARAT,696.033781116773,823.3673423913872,38.915089914245314,28.16756208840321,1.2630028078629054,93.03088673487044,1.3738121843244395,2149364.239807141,0.3166631753261425,116.31036469037092,179.7045215364119,856.993653419753,198.3369477738105,0.3014595943779981,429853.35914984235
27.014336709915177,10.24126886671254,473.2837591436718,17.742762811295652,3.5032788311214875,261.3299380048662,2.2331794615492844,1911.571845050314,HAMIRPUR,161.74454487032563,UTTAR PRADESH,702.7814477625416,836.475131326714,42.2996906392511,32.287164169050456,6.518126960253008,105.48453355307043,13.43822502654952,2353202.159265165,6.116288389342408,125.86502392579668,323.325717391575,912.5116305160302,72.96836224796182,5.46137593774937,470628.75056866644
0.121038267923752,0.0,485.4234293829295,0.2040772249493662,12.071787466635048,175.79577301995158,0.3066707172670386,2022.89043100943,SURENDRANAGAR,77.2658405238842,GUJARAT,677.9462751274506,512.0546221268793,29.459504577575125,18.994289607922465,4.934423446272612,104.33230691860946,5.444355862491219,2524042.399947831,0.6670862220559856,114.43707109171284,158.57029577358676,516.8808014322325,111.00111576733828,0.227141452443798,504819.1388337845
35.80453999666488,15.698315429634714,472.43328505270586,17.677716994276132,8.867367444845168,374.8678239828242,15.337422902558624,1950.0806314772428,SUNDARGARH,218.7215099353939,ORISSA,715.9233926844174,1175.145718754636,63.203219416497646,48.7383772805844,36.39819650003872,90.89082523939672,77.96519837478995,2384276.173482526,5.029757380334775,124.78439415302785,335.2083854067318,1414.74978802893,225.05435138159604,17.281806902953893,476792.9152217897
41.58722006383491,19.04064302180855,438.7776252773571,19.0258305691414,2.2000493175115987,286.3386237249758,5.804514100756268,1902.9923601619992,BAREILLY,175.58081204947032,UTTAR PRADESH,712.4749047742403,818.3869909482562,62.669637051209406,55.68143422943785,16.543227314586815,92.52544994654096,32.79826182726023,2331542.6918418542,6.71706533242474,122.88894379897226,288.01820936510194,917.073576231044,94.103046564533,12.799169150742406,466303.3235773043
12.20341199040963,7.240113800679607,458.8287890259543,4.043026769760816,24.484976486971235,258.0015592411135,23.31367323473595,1907.4116446128544,KHAMMAM,167.29171164493172,ANDHRA PRADESH,715.32133288676,839.5456003823128,147.71790340608615,103.74134786352722,56.277954910261705,102.2784568814535,89.55794653474294,2389715.3157193903,4.704563087656307,131.86182174489437,256.6294840661752,1061.0810221756626,148.1588156809723,10.262166366211671,477901.6169829895
15.10437493239894,8.68348885788977,434.835645992356,6.862132248519846,10.29715090548368,401.3905923371548,22.078290458556445,1997.640022401509,NARAYANPUR,208.8552156507056,CHATISGARH,711.2483921532128,1250.6003873521984,99.80751862660556,81.24219500792363,23.23690262261556,96.51823739979493,64.62874824586908,2286719.8701245715,3.5294511124105914,128.2131583458077,443.6127276164952,1390.125376098449,198.0601123712005,13.802247389344094,457265.6097774919
28.09556136915372,10.562339316552675,487.5314137329541,16.052064870119793,1.4911584582746735,374.6944581421024,6.287736416047082,1953.9753823866763,SIDDHARTH NGR,192.28320298246177,UTTAR PRADESH,736.0193948604615,1072.3225863771968,72.93622687890432,66.62248424618019,22.08325636601685,94.80596293807626,38.32896962368399,2417070.603656297,7.923766632658732,118.1804572455135,323.48576263391305,1157.4125673388005,149.26109831872506,8.672266262304442,483378.7184493047
10.361462465606646,4.965405008619601,491.6184508536291,6.353533559346933,20.63593110558704,244.95173488960452,19.960416350186804,1990.4810105346048,MEDAK,172.3321029006893,ANDHRA PRADESH,738.5070218713267,696.1708481868642,114.00440350775244,85.33934575750598,29.549625303589234,100.0353883125271,52.10814858433832,2375004.466863042,4.79459102388699,114.90678948157532,212.27823578470029,907.3612034646826,141.74043467727125,9.194395380103735,474992.7787617623
32.86306167295261,15.719229274537163,430.9375391984466,18.935032174182314,16.7483022756922,282.8486607679158,8.079876652281841,1909.919232638312,CHHINDWARA,182.65546513773344,MADHYA PRADESH,655.3806880357768,923.5474112432596,68.5634764425736,45.259890140339,8.56795190732245,98.47613342865498,32.13501050923702,2331602.283667731,12.790636654232404,120.65746286673202,284.24279973660504,1069.7469087570869,151.48513330998404,16.436631546683653,466272.5179721461
23.042312376302885,8.889423162227889,477.719770678005,13.813531715007452,1.3907868664575318,261.0409226232555,3.2387589885170427,2147.3637571191693,RAE BARELI,163.1977246669727,UTTAR PRADESH,758.4937675064482,751.5211665506921,63.67561184977573,53.490553729102565,7.150211544301427,104.03575971751567,16.02064373697964,2159282.623729538,8.373433439822074,126.41167915684802,264.9415826476291,892.7844564994402,64.09035735360584,5.627968443521847,431831.90111242357
22.87522826320702,13.54599690196948,502.7992319626175,11.136233636640778,4.326783263243948,252.2720059478995,3.3959153991421185,1927.0384645206136,SINGRAULI,180.55927849128275,MADHYA PRADESH,736.3463406285125,798.2424724996101,51.31912914414301,37.67103564252606,4.61449129825339,101.79222475794296,15.818880354731109,2456995.122334231,7.319211758528438,112.64540378340728,271.0466101729631,894.6505977752199,111.002702983772,7.551562704679461,491374.22638933524
26.25627362778376,9.891266305639853,442.17318184083007,15.20472678554542,1.666347085414787,372.4829959863562,5.809559507216431,2041.1962774270369,SIDDHARTH NGR,193.84701191327323,UTTAR PRADESH,750.6264388309131,1051.5598578560075,75.89600124096083,62.30542089127528,23.2585065757417,99.38381561195594,35.82346783337066,2336000.832949844,7.934790586886558,119.98734165808088,311.3510753409056,1318.2428571629675,143.71756616543323,9.119664928451664,467119.85051338596
0.7496937920878392,0.2112494280561346,476.1494453193288,0.55797239081084,23.88212326831236,299.8661163741592,8.754063745540869,2013.4523204449856,PUNE,168.22824979142433,MAHARASHTRA,690.7940965312872,866.9855720768074,119.12360956240694,79.37943501688983,27.80385675173765,104.12002925137448,38.59316088505373,2151320.1104324628,6.131298503731745,125.1224086764395,236.2056678163646,1054.6550289956233,155.1118214660262,1.6022472812417314,430217.97590500844
36.06031087669778,14.301303716410365,465.1394084132161,19.61899222651457,5.050978101492612,366.3421508475868,2.2744362540510714,2028.8950687931208,KATNI,184.470727608017,MADHYA PRADESH,693.5557785369813,1071.2279462731844,37.65927093713569,28.349989522622725,3.220736102263903,101.35978484337232,15.236811249597269,2459401.6780198244,5.712984271821372,114.88764637119776,400.877066763958,1172.3121533152178,119.49103775649672,10.204416350215247,491818.89304455306
24.695469087594773,10.472163451878108,488.3681239283174,12.793712900096942,3.286011202852939,211.33733628155488,3.360017062334236,1953.430096858244,FIROZABAD,139.67996690766512,UTTAR PRADESH,743.2479493039483,685.3788473024302,47.06675461021831,33.97356434673791,10.462579761450662,98.35362122054372,22.304192882290263,2501623.436936436,4.976146085982287,128.656213136474,261.30394819712524,742.507937926763,53.63034850840141,7.169316707317851,500311.06386131555
32.84350103232231,16.888131147312784,480.8557708082272,16.310103206644317,8.769832667209515,330.13041475573084,13.824385895968936,2129.1488472209767,BILASPUR,183.6589106476065,CHATISGARH,700.5968044875685,1074.7199367746744,77.36937515390197,57.68697795738437,18.679472166913342,102.25551904773448,50.46378041453739,2409242.404521625,10.798602984334838,113.6383463743614,332.4262497807714,1235.6760821298758,177.36463553023538,18.27157624608809,481791.2188674967
24.25805701913894,10.258971049239836,476.7729796109184,11.466100417262965,3.667440520679943,140.38757805895597,5.517914324818124,1978.3470244854063,MAHENDRAGARH,57.7757238222737,HARYANA,704.1266666662581,417.06681973287976,24.453204965066416,14.400729467243012,18.52791142060708,96.30313026095526,36.423493397455424,2353873.1702715424,6.979698348688459,115.36196363711328,144.55837662117426,464.8172311969696,36.733358666221655,9.32211001777998,470795.7132046055
25.311174024774623,10.49866835833008,482.7220873344783,13.929990403228054,4.0696838135104345,111.92465207051006,5.313453974926642,2014.7486568353413,BHIWANI,55.04240399406183,HARYANA,699.2224601878822,348.9861741272244,22.15633253965363,14.12157991470194,11.014077347688897,104.41110821025268,23.59562427679285,2413525.4328374327,3.542873749011781,120.32666532861624,124.2511264822543,409.77771479655496,32.1651246638132,7.875639920505343,482747.9016821537
1.4852273610234674,0.6362785583483437,439.5388691312641,0.9208213422045342,7.141586162512052,290.7097916253921,0.4668608976654603,1919.7754856775764,GANDHINAGAR,149.40019832886895,GUJARAT,782.352115533171,654.5157909746353,28.617793782267647,17.475718700871873,6.501556383850796,89.58575469302859,8.24395955602046,2398482.412812008,2.51451412024342,108.87582570579816,220.8494584478884,721.3769905135202,75.33650749994109,0.7598251689955379,479675.0660789286
23.651176444941427,11.03219251148194,451.91484343762033,13.28082022329198,9.870303176395549,307.2936428124544,12.56695106152278,2082.747057521213,DEOGHAR,248.92041463692155,JHARKHAND,758.535728496634,959.6840027955532,88.05084013873581,80.36664725460004,50.38826758277561,94.49617290905168,65.50264694154083,2298762.2035680376,3.288046836260599,120.3327730420017,249.01948189025384,1099.4275411614385,162.67273119546795,9.73667133759082,459716.6108848316
13.545232446789877,8.262879660004922,452.6376693443728,6.516475583143044,22.498424441017367,170.3614302342475,19.129901349057896,2136.1449685164303,HYDERABAD,174.003228464625,ANDHRA PRADESH,802.737992817481,654.8678666787781,114.17185620006804,93.59758132931012,35.14569104121006,99.14835093212167,68.04978643343883,2207478.4024549387,6.391443703485138,114.6265688244345,193.1193555268627,897.7261431950009,113.75277525319864,14.039124760842467,441468.3809447499
34.17533480614084,13.202439151199012,491.40421084344496,18.5031650149551,4.684990485302899,380.8329640211704,2.336418712550139,2001.629695478887,KATNI,181.345028697996,MADHYA PRADESH,772.4592079353177,992.962354673794,37.80712259329869,32.54474577586535,3.3804956588271704,102.30897916347202,15.422399957775438,2369380.450696484,5.886172801374095,123.96832362865824,358.00116356141865,1175.548427707487,112.15901942931656,9.966577236666604,473826.7833633069
19.34103222582352,11.202312676750717,436.9098463843375,9.88509415456161,7.619741480661626,339.05201248894286,1.8237364251807644,2050.0531907971267,NARSINGHPUR,225.38416232442447,MADHYA PRADESH,751.3930528318493,1096.5864137164992,42.23408195780575,28.486717386031163,6.177400301772736,90.04127495204861,14.71626109085669,2539333.590940351,6.340643870051194,108.57146286090064,349.1856261571721,1245.807799377283,112.7790978167815,5.997604307452699,507809.5271335405
15.310008587321086,8.610806893248382,458.6793801996232,6.620036697305907,7.430298879758912,369.0904499423595,9.374439791183722,2023.3578325130536,RAIPUR,186.4985253144668,CHATISGARH,707.675402686924,1046.440803456199,62.31153576759533,57.086124709942254,17.45884871182125,101.2140960810195,39.856901505502826,2589166.894364753,4.138998151190144,127.52872519142568,334.64333548339744,1148.0449944332136,169.49905693914644,11.769572520690351,517774.71395510057
18.01368934703751,7.880199971816637,451.84076650896384,9.7502207718647,3.3147742452385867,133.07915361604458,3.2412800602353204,2034.1618789213844,REWARI,70.93144718848882,HARYANA,755.6405797806907,441.7945255919462,20.00077438172008,12.78953070501314,10.757675504793564,95.86200660229272,18.303065605228525,2459423.25357818,3.5589187870546413,123.67777291820596,179.3756101662256,502.75729613820175,35.68532026314416,5.395383691964272,491903.30828939774
3.586812698742893,0.9199349452660474,461.9531933682151,3.0520779852603126,10.14698001742508,181.61343368975915,0.8927846044211384,1900.036082766244,BARWANI,125.22670564985027,MADHYA PRADESH,722.8518497244497,668.0313945082348,52.47746356649772,32.68159905785582,7.216632515518262,96.00056103081371,10.399357788098625,2261107.0626991764,6.553971994783753,122.49435560813431,187.31360966725336,692.4467625025809,113.2570704086894,1.910404580837736,452219.30433893454
24.31355756017929,9.370095677334644,444.9078017573762,13.247534759781564,7.844264622454601,339.56991389453145,6.03291658048775,2142.751391664236,AZAMGARH,223.6654794623389,UTTAR PRADESH,708.8173029482084,980.5089312897572,47.62445013901878,44.44567843513583,15.903364322998373,103.21999800098948,30.00572702721883,2381849.825563492,3.913369436911982,115.22836793343804,308.1661406897383,992.8660598926706,92.46337054314108,9.145935912308255,476340.9376641273
31.966678542593232,13.852924679086971,456.2568801217428,17.820645497731622,5.762851599891979,311.6575453149473,5.766944802905656,1982.326851738501,SONBHADRA,207.695840719722,UTTAR PRADESH,717.4997937543833,921.2871827311832,43.57177576045258,33.09827857536337,11.606498364652424,93.6926274734613,26.05123769079186,2404177.9521583784,6.187165042709155,118.47486099542198,262.98805846022384,1015.6848390145132,127.93809681897406,8.387411738080583,480800.9208642372
12.087537827231998,8.05396903498518,496.58582885544666,3.949135757916192,5.510881536592785,323.96544711262936,5.548237684950525,1934.1471543962664,MAHASAMUND,202.1938986855302,CHATISGARH,704.449351345612,949.705703449906,57.628250602842506,46.18796103886086,10.283888392260083,100.62532784745764,26.573433238421263,2278775.757460268,2.5044624385940444,112.07294753581876,336.2954368493236,1127.9312331172828,160.9032861764311,12.209655737043638,455733.70793567604
28.566551098911663,12.717610054306691,447.3397655744179,13.232145895235943,12.035273837706628,292.2072797106734,15.341656069278535,1864.2441954232304,Sagar,183.1891826402148,UTTAR PRADESH,693.2497204112638,889.9530990160589,93.3659094147823,64.6659679031043,31.06542077126991,94.10294166007326,73.43938237328008,2332382.380031725,8.490347061364774,125.31232347724573,309.1093829773786,991.563085217051,129.74374967021123,12.107811099751393,466435.6318701961
24.00304910125242,10.325747974074796,476.1904265908726,15.118962758172524,6.64435485244137,267.6305684719701,4.801709303253978,2104.506138692084,JHANSI,170.6772130231701,UTTAR PRADESH,798.7715264743584,825.0375304287523,49.929792645985145,37.86096759774389,8.79400482888871,98.98334560945918,17.537987811920864,2471265.837841414,6.728923588153198,127.2602424262679,305.1437452777885,962.7724258087748,85.9888449259043,5.489504235058553,494219.2247502477
3.791216935316252,0.8980219326021767,442.5909525283734,3.371599688788367,12.152411504490502,241.59379478623424,0.675913881148048,1974.2710365586208,DHAR,182.5380302739656,MADHYA PRADESH,733.0034783417448,805.9282724121301,50.32175880958362,33.79310363681199,4.260645409222142,91.76057007489672,6.306435536537676,2472267.196691919,2.774472273934494,130.68795564213693,250.239717099985,927.3522456278256,133.44461271424512,1.3620835678757777,494419.1455920483
19.2043797457709,6.835123892357277,418.4296321329796,11.68167675030758,8.656622129845976,334.5723252151097,2.4137239548928413,1924.67483960732,BHOPAL,191.5600248413041,MADHYA PRADESH,768.5691508634732,1013.5861397259818,56.48324509058736,34.40804453882125,10.365482045203096,98.00278542344434,19.16880367291631,2415320.770931907,9.893106824754945,120.14766123375946,361.3795620523312,1109.0044764478296,107.75657315574018,6.738300141576079,483011.1432946927
30.989433022649457,14.922547954413902,440.09530082181,18.8860036781147,10.007067339689682,405.6821691365098,8.555864269965358,2063.971468333345,SURGUJA,222.66435188872745,CHATISGARH,701.1222985963595,1140.6215917398515,66.07434958207605,51.06780557730264,13.853968821037,104.19493834006563,33.284955277916715,2344646.535519955,5.714398465736228,127.82223274008086,366.4353979766472,1356.6900247207743,195.38118300438103,12.74611667103232,468854.491064783
11.12603653032506,7.412544105509255,466.08380412589554,3.6795218869489257,5.620813483457287,330.5524436699229,5.831919932875286,2117.679681815655,MAHASAMUND,209.5367102845412,CHATISGARH,724.9706137285418,1066.1502647544653,57.49555006681484,47.72998414419132,10.067336095533616,102.32920028461284,30.156794717583093,2384165.746642969,2.3268532435047216,123.77145121789438,325.9043790997606,1070.5062353982132,166.16736471327266,12.234531521597404,476805.4410783252
23.76278106363196,8.6153443067604,502.04747934177817,12.0825330047978,7.716110831773338,326.7353437310783,13.508758641927834,2093.806298965004,MUZAFFARPUR,213.1359739969677,BIHAR,726.5631224554564,961.0879095460556,80.487758073998,68.26918347514332,55.72513873449188,107.58241454308993,66.54237935458363,2530829.476370526,5.040995130436969,130.42062424329572,302.494749413334,1221.757162213507,158.11756648180042,6.707414511681023,506129.4856716031
24.145248432631927,14.304628225936636,483.0305648729326,12.818260396593065,8.512718365066076,352.7644396284899,10.085342254069534,1924.4766840371308,BHOJPUR,207.45761375197225,BIHAR,714.1729946910696,942.371261017022,64.03568488180385,45.28586414482309,26.983835979000425,101.25063805711405,45.36181324769154,2457068.2280463725,4.772088922988208,118.60257552249392,278.7836110494362,1072.776921558608,108.38486324502054,6.609606675998635,491367.9150282674
6.481373858028762,2.0265330140896074,478.0250941129064,3.564285818553504,11.20658301738791,264.4692550289427,1.680575368570561,1937.590816692376,ALIRAJPUR(JBA),158.97490288644258,MADHYA PRADESH,676.8451502751246,792.3647961814917,50.58127261419026,31.69011584442263,7.762278532348663,94.26258745383332,12.10175446826167,2287481.6714859665,4.6988600695430325,115.141029175652,266.5884362984059,817.2081314487324,121.27486896899852,1.6046659996924078,457471.02798426285
26.65886032086416,16.048755750999774,474.709157096302,11.753039517748675,14.095360107152556,371.5806346928484,20.909042695790703,1920.1654998132929,BOLANGIR,230.9278348993504,ORISSA,702.7802922888872,1051.2917098462876,93.61294011449034,66.08327753585279,40.72806955926381,90.92938870337504,91.65276552320316,2378670.5973887523,5.493607291542936,118.62398171701504,382.29763136088303,1457.1071717000814,206.6002214392788,19.38241581389934,475657.38431843254
42.54230993740086,19.892833015702664,442.01622501461816,23.59578762200838,5.635718402014311,333.76530132097633,5.134100300624515,1923.9496912920365,SHAHDOL,201.242888141128,MADHYA PRADESH,722.4159983049725,928.1597420485348,50.48696231042907,30.96493590605161,7.457670799046325,94.02044363300436,26.339683698528862,2288081.42477133,9.318739738244217,120.40475947862991,378.6702860192346,1184.0825639898517,125.29344813760746,13.257214128190402,457556.021103505
30.53190961185461,12.862943846201302,502.9375061505443,19.011134452886782,2.4871686068019687,240.93298766941405,5.807879495435418,1988.0927748977217,HARDOI,175.85262731075994,UTTAR PRADESH,716.9206607055607,814.9373323223418,65.597278494229,58.30705919260557,16.53752162596098,95.87874924877366,33.42090263081268,2335326.07028014,7.167280822150722,108.1641955164114,253.0309534936608,919.4141383143356,87.4163592586779,10.354174019122333,467044.9431523213
